,nome_estacao,poluente,metrica,ano,nível_de_poluicao,unidade_de_nivel_de_poluicao,tipo_de_estacao,tipo_de_area,longitude,latitude,altitude,cidade,populacao_da_cidade,link_dados_raw,link_tabela_EEA,poluente_descricao,indice_qualidade_do_ar
8169,Terena,PM10,Máximo diário anual,2014,78.5,ug/m3,Fundo,rural,-7.3975,38.615,187.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2014&Year_to=2014&Station=STA-PT04006&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Fraco
8170,Terena,NO2,Máximo diário anual,2020,7.583,ug/m3,Fundo,rural,-7.3975,38.615,187.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-PT04006&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de azoto,Muito Bom
8171,Sobreiras-Lordelo do Ouro,PM10,Máximo diário anual,2014,73.625,ug/m3,Fundo,urbano,-8.6589,41.1475,17.0,Porto (greater city)                                                            ,955864.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2014&Year_to=2014&Station=STA-PT01050&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Fraco
8172,VNTelha-Maia,O3,Máximo diário anual,2001,100.333,ug/m3,Fundo,suburbano,-8.6606,41.2522,88.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Ozono,Médio
8173,Fernando Pó,PM10,Máximo diário anual,2010,96.913,ug/m3,Fundo,rural,-8.6906,38.6356,57.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Fraco
8174,Paio Pires,O3,Máximo diário anual,2019,106.542,ug/m3,Industrial,suburbano,-9.0811,38.6194,47.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-PT03063&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Ozono,Médio
8175,Estarreja,PM10,Máximo diário anual,2018,53.833,ug/m3,Fundo,suburbano,-8.5672,40.7586,14.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2018&Year_to=2018&Station=STA-PT02004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Fraco
8176,Sobreiras-Lordelo do Ouro,PM2.5,Máximo diário anual,2019,32.583,ug/m3,Fundo,urbano,-8.6589,41.1475,17.0,Porto (greater city)                                                            ,955864.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA-PT01050&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 2.5 µm,Fraco
8177,Odivelas-Ramada,PM10,Máximo diário anual,2019,74.896,ug/m3,Tráfego,urbano,-9.1822,38.8022,124.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA-PT03097&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Fraco
8178,Ervedeira,PM10,Máximo diário anual,2008,67.958,ug/m3,Fundo,rural,-8.8917,39.9239,68.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Fraco
8179,Entrecampos,PM10,Máximo diário anual,2010,118.533,ug/m3,Tráfego,urbano,-9.1489,38.7486,86.0,Lisboa (greater city)                                                           ,1872036.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Mau
8180,Anta-Espinho,PM10,Máximo diário anual,2019,75.25,ug/m3,Fundo,suburbano,-8.6233,40.9994,0.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA-PT01054&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Fraco
8181,Estarreja,SO2,Máximo diário anual,2003,15.292,ug/m3,Industrial,suburbano,-8.5672,40.7586,14.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de enxofre,Muito Bom
8182,Odivelas-Ramada,PM10,Máximo diário anual,2006,100.142,ug/m3,Tráfego,urbano,-9.1822,38.8022,124.0,Lisboa (greater city)                                                           ,1872036.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Mau
8183,Santa Cruz de Benfica,PM10,Máximo diário anual,2010,108.354,ug/m3,Tráfego,urbano,-9.2025,38.7481,76.0,Lisboa (greater city)                                                           ,1872036.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Mau
8184,Beato,NO2,Máximo diário anual,2012,68.717,ug/m3,Fundo,urbano,-9.1175,38.8947,56.0,Lisboa (greater city)                                                           ,1872036.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de azoto,Bom
8185,Monte Velho,O3,Máximo diário anual,2006,125.0,ug/m3,Fundo,rural,-8.7986,38.0769,53.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Ozono,Médio
8186,Meco-Perafita,SO2,Máximo diário anual,2007,67.875,ug/m3,Fundo,suburbano,-8.7131,41.2322,25.0,Porto (greater city)                                                            ,955864.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de enxofre,Muito Bom
8187,Chamusca,SO2,Máximo diário anual,2014,4.904,ug/m3,Fundo,rural,-8.4661,39.3525,143.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=1&Year_from=2014&Year_to=2014&Station=STA-PT03096&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de enxofre,Muito Bom
8188,Entrecampos,O3,Máximo diário anual,2016,104.929,ug/m3,Tráfego,urbano,-9.1489,38.7486,86.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=7&Year_from=2016&Year_to=2016&Station=STA-PT03072&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Ozono,Médio
8189,Odivelas-Ramada,PM10,Máximo diário anual,2022,205.417,ug/m3,Tráfego,urbano,-9.1822,38.8022,124.0,Lisboa (greater city)                                                           ,1872036.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Mau
8190,Terena,O3,Máximo diário anual,2009,82.708,ug/m3,Fundo,rural,-7.3975,38.615,187.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Ozono,Bom
8191,Ervedeira,PM10,Máximo diário anual,2015,92.167,ug/m3,Fundo,rural,-8.8917,39.9239,68.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2015&Year_to=2015&Station=STA-PT02019&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Fraco
8192,Estarreja,O3,Máximo diário anual,2011,89.917,ug/m3,Industrial,suburbano,-8.5672,40.7586,14.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Ozono,Bom
8193,Instituto Geofísico de Coimbra,SO2,Máximo diário anual,2007,19.667,ug/m3,Fundo,urbano,-8.4108,40.2069,138.0,Coimbra                                                                         ,134166.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de enxofre,Muito Bom
8194,Faial,SO2,Máximo diário anual,2012,2.417,ug/m3,Fundo,rural,-28.6314,38.605,310.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de enxofre,Muito Bom
8195,Santana,PM10,Máximo diário anual,2017,102.25,ug/m3,Fundo,rural,-16.8864,32.8078,0.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2017&Year_to=2017&Station=STA-PT06008&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Mau
8196,Estarreja,NO2,Máximo diário anual,1999,70.167,ug/m3,Industrial,suburbano,-8.5672,40.7586,14.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de azoto,Bom
8197,Restelo,NO2,Máximo diário anual,2019,62.996,ug/m3,Fundo,urbano,-9.2103,38.705,143.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-PT03087&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de azoto,Bom
8198,Mem Martins,PM2.5,Máximo diário anual,2011,28.554,ug/m3,Fundo,urbano,-9.3472,38.785,173.0,Sintra                                                                          ,391402.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 2.5 µm,Fraco
8199,Paio Pires,SO2,Máximo diário anual,2000,100.875,ug/m3,Fundo,suburbano,-9.0811,38.6194,47.0,Lisboa (greater city)                                                           ,1872036.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de enxofre,Bom
8200,Monte Velho,PM10,Máximo diário anual,2009,75.708,ug/m3,Fundo,rural,-8.7986,38.0769,53.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Fraco
8201,Lourinhã,PM2.5,Máximo diário anual,2021,41.321,ug/m3,Fundo,rural,-9.2456,39.2783,143.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 2.5 µm,Fraco
8202,Terena,O3,Máximo diário anual,2013,87.917,ug/m3,Fundo,rural,-7.3975,38.615,187.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=7&Year_from=2013&Year_to=2013&Station=STA-PT04006&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Ozono,Bom
8203,Fundão,O3,Máximo diário anual,2006,120.167,ug/m3,Fundo,rural,-7.3019,40.2331,461.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Ozono,Médio
8204,Santiago do Cacém,SO2,Máximo diário anual,2014,22.667,ug/m3,Industrial,urbano,-8.6975,38.02,261.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=1&Year_from=2014&Year_to=2014&Station=STA-PT04004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de enxofre,Muito Bom
8205,São João,NO2,Máximo diário anual,2022,52.657,ug/m3,Tráfego,urbano,-16.8831,32.6489,0.0,Funchal                                                                         ,104024.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de azoto,Bom
8206,Fornelo do Monte,O3,Máximo diário anual,2010,173.125,ug/m3,Fundo,rural,-8.1006,40.6411,731.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Ozono,Médio
8207,Entrecampos,NO2,Máximo diário anual,2012,102.142,ug/m3,Tráfego,urbano,-9.1489,38.7486,86.0,Lisboa (greater city)                                                           ,1872036.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de azoto,Médio
8208,Joaquim Magalhães,O3,Máximo diário anual,2015,109.838,ug/m3,Fundo,urbano,-7.9267,37.015,4.0,Faro                                                                            ,61015.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=7&Year_from=2015&Year_to=2015&Station=STA-PT05007&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Ozono,Médio
8209,Montemor-o-Velho,O3,Máximo diário anual,2013,141.0,ug/m3,Fundo,rural,-8.6767,40.1828,14.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=7&Year_from=2013&Year_to=2013&Station=STA-PT02022&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Ozono,Médio
8210,Coimbra/ Avenida Fernão Magalhães,PM10,Máximo diário anual,2019,62.875,ug/m3,Tráfego,urbano,-8.4017,40.2147,20.0,Coimbra                                                                         ,134166.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA-PT02006&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Fraco
8211,Entrecampos,PM10,Máximo diário anual,2006,114.788,ug/m3,Tráfego,urbano,-9.1489,38.7486,86.0,Lisboa (greater city)                                                           ,1872036.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Mau
8212,Custóias-Matosinhos,PM10,Máximo diário anual,2008,83.833,ug/m3,Fundo,suburbano,-8.6447,41.1997,100.0,Porto (greater city)                                                            ,955864.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Fraco
8213,Mem Martins,NO2,Máximo diário anual,2012,47.942,ug/m3,Fundo,urbano,-9.3472,38.785,173.0,Sintra                                                                          ,391402.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de azoto,Bom
8214,Malpique,PM10,Máximo diário anual,2019,60.2,ug/m3,Fundo,urbano,-8.2497,37.0917,45.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA-PT05008&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Fraco
