,período,região,instituição,localização_geográfica,total_partos,total_cesarianas,ano,mês,partos_mês,cesarianas_mês,percent_cesarianas_mês,percent_cesarianas_ano
3517,2015-07,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",651,185,2015,7,102.0,32.0,31.4,não aplicável
206,2015-08,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",738,212,2015,8,87.0,27.0,31.0,não aplicável
1067,2015-09,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",832,248,2015,9,94.0,36.0,38.3,não aplicável
1074,2015-10,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",928,286,2015,10,96.0,38.0,39.6,não aplicável
3548,2015-11,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",1032,321,2015,11,104.0,35.0,33.7,não aplicável
2738,2015-12,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",1138,349,2015,12,106.0,28.0,26.4,30.7
244,2016-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",116,26,2016,1,116.0,26.0,22.4,não aplicável
2757,2016-02,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",204,57,2016,2,88.0,31.0,35.2,não aplicável
1117,2016-03,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",276,73,2016,3,72.0,16.0,22.2,não aplicável
266,2016-04,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",364,98,2016,4,88.0,25.0,28.4,não aplicável
1132,2016-05,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",460,130,2016,5,96.0,32.0,33.3,não aplicável
3592,2016-06,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",555,158,2016,6,95.0,28.0,29.5,não aplicável
2801,2016-07,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",655,187,2016,7,100.0,29.0,29.0,não aplicável
2807,2016-08,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",767,212,2016,8,112.0,25.0,22.3,não aplicável
1944,2016-09,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",870,237,2016,9,103.0,25.0,24.3,não aplicável
309,2016-10,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",960,258,2016,10,90.0,21.0,23.3,não aplicável
315,2016-11,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",1060,290,2016,11,100.0,32.0,32.0,não aplicável
1178,2016-12,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",1162,320,2016,12,102.0,30.0,29.4,27.5
2846,2017-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",100,30,2017,1,100.0,30.0,30.0,não aplicável
2851,2017-02,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",175,57,2017,2,75.0,27.0,36.0,não aplicável
3662,2017-03,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",271,86,2017,3,96.0,29.0,30.2,não aplicável
348,2017-04,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",363,116,2017,4,92.0,30.0,32.6,não aplicável
1215,2017-05,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",446,134,2017,5,83.0,18.0,21.7,não aplicável
2882,2017-06,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",531,150,2017,6,85.0,16.0,18.8,não aplicável
2016,2017-07,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",629,182,2017,7,98.0,32.0,32.7,não aplicável
2026,2017-08,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",740,217,2017,8,111.0,35.0,31.5,não aplicável
3704,2017-09,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",831,251,2017,9,91.0,34.0,37.4,não aplicável
390,2017-10,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",937,282,2017,10,106.0,31.0,29.2,não aplicável
1253,2017-11,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",1035,313,2017,11,98.0,31.0,31.6,não aplicável
2923,2017-12,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",1114,330,2017,12,79.0,17.0,21.5,29.6
2069,2018-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",82,28,2018,1,82.0,28.0,34.1,não aplicável
3745,2018-02,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",155,53,2018,2,73.0,25.0,34.2,não aplicável
3750,2018-03,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",238,81,2018,3,83.0,28.0,33.7,não aplicável
3753,2018-04,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",324,106,2018,4,86.0,25.0,29.1,não aplicável
3762,2018-05,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",416,143,2018,5,92.0,37.0,40.2,não aplicável
2964,2018-06,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",512,170,2018,6,96.0,27.0,28.1,não aplicável
3781,2018-07,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",612,202,2018,7,100.0,32.0,32.0,não aplicável
474,2018-08,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",714,242,2018,8,102.0,40.0,39.2,não aplicável
3799,2018-09,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",812,276,2018,9,98.0,34.0,34.7,não aplicável
3806,2018-10,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",905,308,2018,10,93.0,32.0,34.4,não aplicável
503,2018-11,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",985,335,2018,11,80.0,27.0,33.8,não aplicável
510,2018-12,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",1090,371,2018,12,105.0,36.0,34.3,34.0
3832,2019-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",107,36,2019,1,107.0,36.0,33.6,não aplicável
3845,2019-02,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",190,67,2019,2,83.0,31.0,37.3,não aplicável
3025,2019-03,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",275,83,2019,3,85.0,16.0,18.8,não aplicável
1375,2019-04,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",370,116,2019,4,95.0,33.0,34.7,não aplicável
3870,2019-05,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",457,147,2019,5,87.0,31.0,35.6,não aplicável
2187,2019-06,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",546,181,2019,6,89.0,34.0,38.2,não aplicável
3050,2019-07,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",623,209,2019,7,77.0,28.0,36.4,não aplicável
1404,2019-08,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",738,262,2019,8,115.0,53.0,46.1,não aplicável
1417,2019-09,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",830,292,2019,9,92.0,30.0,32.6,não aplicável
2216,2019-10,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",915,329,2019,10,85.0,37.0,43.5,não aplicável
593,2019-11,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",1010,355,2019,11,95.0,26.0,27.4,não aplicável
3084,2019-12,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",1092,381,2019,12,82.0,26.0,31.7,34.9
2233,2020-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",95,24,2020,1,95.0,24.0,25.3,não aplicável
612,2020-02,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",174,50,2020,2,79.0,26.0,32.9,não aplicável
3956,2020-03,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",257,77,2020,3,83.0,27.0,32.5,não aplicável
2257,2020-04,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",349,107,2020,4,92.0,30.0,32.6,não aplicável
637,2020-05,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",450,136,2020,5,101.0,29.0,28.7,não aplicável
3982,2020-06,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",525,161,2020,6,75.0,25.0,33.3,não aplicável
3989,2020-07,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",632,198,2020,7,107.0,37.0,34.6,não aplicável
1486,2020-08,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",724,227,2020,8,92.0,29.0,31.5,não aplicável
4000,2020-09,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",816,265,2020,9,92.0,38.0,41.3,não aplicável
681,2020-10,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",895,296,2020,10,79.0,31.0,39.2,não aplicável
4008,2020-11,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",975,327,2020,11,80.0,31.0,38.8,não aplicável
4015,2020-12,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",1047,359,2020,12,72.0,32.0,44.4,34.3
4021,2021-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",74,22,2021,1,74.0,22.0,29.7,não aplicável
3177,2021-02,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",148,54,2021,2,74.0,32.0,43.2,não aplicável
2352,2021-03,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",221,92,2021,3,73.0,38.0,52.1,não aplicável
2367,2021-04,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",297,123,2021,4,76.0,31.0,40.8,não aplicável
2380,2021-05,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",382,160,2021,5,85.0,37.0,43.5,não aplicável
4053,2021-06,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",468,199,2021,6,86.0,39.0,45.3,não aplicável
3216,2021-07,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",564,246,2021,7,96.0,47.0,49.0,não aplicável
4072,2021-08,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",646,281,2021,8,82.0,35.0,42.7,não aplicável
4081,2021-09,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",732,316,2021,9,86.0,35.0,40.7,não aplicável
3238,2021-10,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",817,346,2021,10,85.0,30.0,35.3,não aplicável
2425,2021-11,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",900,380,2021,11,83.0,34.0,41.0,não aplicável
3255,2021-12,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",1000,422,2021,12,100.0,42.0,42.0,42.2
3265,2022-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",75,34,2022,1,75.0,34.0,45.3,não aplicável
792,2022-02,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",150,64,2022,2,75.0,30.0,40.0,não aplicável
802,2022-03,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",245,105,2022,3,95.0,41.0,43.2,não aplicável
4136,2022-04,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",316,135,2022,4,71.0,30.0,42.3,não aplicável
1623,2013-01,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",147,33,2013,1,147.0,33.0,22.4,não aplicável
830,2013-02,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",264,52,2013,2,117.0,19.0,16.2,não aplicável
837,2013-03,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",398,90,2013,3,134.0,38.0,28.4,não aplicável
847,2013-04,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",539,126,2013,4,141.0,36.0,25.5,não aplicável
2517,2013-05,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",682,168,2013,5,143.0,42.0,29.4,não aplicável
2526,2013-06,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",798,197,2013,6,116.0,29.0,25.0,não aplicável
3328,2013-07,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",943,233,2013,7,145.0,36.0,24.8,não aplicável
3332,2013-08,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",1139,284,2013,8,196.0,51.0,26.0,não aplicável
3341,2013-09,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",1297,331,2013,9,158.0,47.0,29.7,não aplicável
3345,2013-10,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",1466,377,2013,10,169.0,46.0,27.2,não aplicável
902,2013-11,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",1604,418,2013,11,138.0,41.0,29.7,não aplicável
910,2013-12,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",1734,462,2013,12,130.0,44.0,33.8,26.6
1707,2014-01,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",146,32,2014,1,146.0,32.0,21.9,não aplicável
1716,2014-02,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",250,56,2014,2,104.0,24.0,23.1,não aplicável
2599,2014-03,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",386,95,2014,3,136.0,39.0,28.7,não aplicável
2604,2014-04,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",528,123,2014,4,142.0,28.0,19.7,não aplicável
3409,2014-05,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",668,158,2014,5,140.0,35.0,25.0,não aplicável
972,2014-06,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",799,186,2014,6,131.0,28.0,21.4,não aplicável
2621,2014-07,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",935,219,2014,7,136.0,33.0,24.3,não aplicável
983,2014-08,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",1083,248,2014,8,148.0,29.0,19.6,não aplicável
140,2014-09,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",1236,284,2014,9,153.0,36.0,23.5,não aplicável
145,2014-10,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",1363,328,2014,10,127.0,44.0,34.6,não aplicável
1008,2014-11,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",1502,360,2014,11,139.0,32.0,23.0,não aplicável
2657,2014-12,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",1636,394,2014,12,134.0,34.0,25.4,24.1
3481,2015-01,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",121,38,2015,1,121.0,38.0,31.4,não aplicável
1802,2015-02,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",234,67,2015,2,113.0,29.0,25.7,não aplicável
180,2015-03,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",360,108,2015,3,126.0,41.0,32.5,não aplicável
183,2015-04,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",470,136,2015,4,110.0,28.0,25.5,não aplicável
1826,2015-05,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",594,167,2015,5,124.0,31.0,25.0,não aplicável
1053,2015-06,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",689,198,2015,6,95.0,31.0,32.6,não aplicável
1841,2015-07,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",828,232,2015,7,139.0,34.0,24.5,não aplicável
2720,2015-08,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",959,277,2015,8,131.0,45.0,34.4,não aplicável
1072,2015-09,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",1098,320,2015,9,139.0,43.0,30.9,não aplicável
1084,2015-10,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",1251,357,2015,10,153.0,37.0,24.2,não aplicável
1094,2015-11,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",1406,400,2015,11,155.0,43.0,27.7,não aplicável
1097,2015-12,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",1545,428,2015,12,139.0,28.0,20.1,27.7
2754,2016-01,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",133,29,2016,1,133.0,29.0,21.8,não aplicável
1115,2016-02,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",279,69,2016,2,146.0,40.0,27.4,não aplicável
2770,2016-03,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",406,96,2016,3,127.0,27.0,21.3,não aplicável
273,2016-04,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",535,130,2016,4,129.0,34.0,26.4,não aplicável
1914,2016-05,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",669,158,2016,5,134.0,28.0,20.9,não aplicável
1926,2016-06,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",799,200,2016,6,130.0,42.0,32.3,não aplicável
1148,2016-07,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",949,233,2016,7,150.0,33.0,22.0,não aplicável
301,2016-08,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",1087,276,2016,8,138.0,43.0,31.2,não aplicável
2824,2016-09,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",1225,314,2016,9,138.0,38.0,27.5,não aplicável
1171,2016-10,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",1361,350,2016,10,136.0,36.0,26.5,não aplicável
1175,2016-11,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",1511,390,2016,11,150.0,40.0,26.7,não aplicável
3646,2016-12,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",1646,417,2016,12,135.0,27.0,20.0,25.3
334,2017-01,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884,-8.5458794",132,30,2017,1,132.0,30.0,22.7,não aplicável
